"Year","Occupation","Total_Number","Men_Number","Women_Number","Total_MedianEarnings","Men_MedianEarnings","Women_MedianEarnings"
2017,"Plating and coating machine setters, operators, and tenders, metal and plastic",13750,12457,1293,37284,37698,37284
2017,"Tool grinders, filers, and sharpeners",5032,4740,292,24886,45449,24886
2017,"Metal workers and plastic workers, all other",333686,260574,73112,30130,37746,30130
2017,"Prepress technicians and workers",19996,12964,7032,30148,45622,30148
2017,"Printing workers, except prepress technicians and workers",157101,123439,33662,28060,39540,28060
2017,"Laundry and dry-cleaning workers",107437,38432,69005,20764,26615,20764
2017,"Pressers, textile, garment, and related materials",23521,9797,13724,21459,30591,21459
2017,"Sewing machine operators",127056,36567,90489,22522,27336,22522
2017,"Shoe and leather workers and repairers",8063,6424,1639,24462,32687,24462
2017,"Shoe machine operators and tenders",2534,1099,1435,31313,44081,31313
2017,"Tailors, dressmakers, and sewers",44236,12873,31363,26680,30237,26680
2017,"Textile bleaching and dyeing machine operators and tenders",1574,1107,467,19161,27068,19161
2017,"Textile cutting machine setters, operators, and tenders",4040,2482,1558,24700,27311,24700
2017,"Textile knitting and weaving machine setters, operators, and tenders",6080,2083,3997,28114,29726,28114
2017,"Textile winding, twisting, and drawing out machine setters, operators, and tenders",8799,2589,6210,27191,31271,27191
2017,"Fabric and apparel patternmakers",2774,533,2241,72163,51720,72163
2017,"Upholsterers",24402,21629,2773,34258,33110,34258
2017,"Miscellaneous textile, apparel, and furnishings workers, including extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",12368,7336,5032,23067,30482,23067
2017,"Cabinetmakers and bench carpenters",45404,42815,2589,25284,33368,25284
2017,"Furniture finishers",8688,6975,1713,24972,36105,24972
2017,"Sawing machine setters, operators, and tenders, wood",24130,21653,2477,34750,31814,34750
2017,"Woodworking machine setters, operators, and tenders, except sawing",16253,12923,3330,25166,31854,25166
2017,"Miscellaneous woodworkers, including model makers and patternmakers",20478,19453,1025,24955,34833,24955
2017,"Power plant operators, distributors, and dispatchers",44532,41206,3326,81636,90074,81636
2017,"Stationary engineers and boiler operators",71365,69029,2336,56568,61041,56568
2017,"Water and wastewater treatment plant and system operators",82212,78713,3499,37750,50315,37750
2017,"Miscellaneous plant and system operators",45578,41908,3670,87726,72459,87726
2017,"Chemical processing machine setters, operators, and tenders",56539,50552,5987,37374,50855,37374
2017,"Crushing, grinding, polishing, mixing, and blending workers",72186,63196,8990,33875,39724,33875
2017,"Cutting workers",48139,37439,10700,26051,32425,26051
2017,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",25714,21566,4148,33072,37224,33072
2017,"Furnace, kiln, oven, drier, and kettle operators and tenders",9506,7648,1858,32408,41884,32408
2017,"Inspectors, testers, sorters, samplers, and weighers",668310,425400,242910,32280,46955,32280
2017,"Jewelers and precious stone and metal workers",20395,13912,6483,32387,37862,32387
2017,"Medical, dental, and ophthalmic laboratory technicians",60812,31313,29499,35271,41432,35271
2017,"Packaging and filling machine operators and tenders",213335,103479,109856,25435,31185,25435
2017,"Painting workers",126613,114241,12372,31785,37837,31785
2017,"Photographic process workers and processing machine operators",18756,11947,6809,32498,60944,32498
2017,"Semiconductor processors",1176,720,456,32143,57237,32143
2017,"Adhesive bonding machine operators and tenders",7962,5120,2842,23386,32471,23386
2017,"Cleaning, washing, and metal pickling equipment operators and tenders",3873,2675,1198,25000,29604,25000
2017,"Cooling and freezing equipment operators and tenders",2645,2528,117,31691,40692,31691
2017,"Etchers and engravers",8062,5919,2143,29444,32802,29444
2017,"Molders, shapers, and casters, except metal and plastic",22345,20292,2053,30483,36630,30483
2017,"Paper goods machine setters, operators, and tenders",15556,11646,3910,24303,51604,24303
2017,"Tire builders",11883,10207,1676,50549,45035,50549
2017,"Helpers--production workers",28502,21325,7177,26907,28127,26907
2017,"Production workers, all other",1012889,745978,266911,28956,38037,28956
2017,"Transportation and Material Moving Occupations",6852836,5871227,981609,28344,39715,28344
2017,"Transportation Occupations",4118728,3667169,451559,31941,44173,31941
2017,"Supervisors of transportation and material moving workers",200528,153843,46685,41077,53250,41077
2017,"Aircraft pilots and flight engineers",102013,96577,5436,100611,111715,100611
2017,"Air traffic controllers and airfield operations specialists",31509,26231,5278,93118,91716,93118
2017,"Flight attendants",57865,16901,40964,45403,51911,45403
2017,"Ambulance drivers and attendants, except emergency medical technicians",9195,5954,3241,30161,30942,30161
2017,"Bus drivers",279333,162288,117045,30126,40195,30126
2017,"Driver/sales workers and truck drivers",2728976,2585286,143690,31491,44476,31491
2017,"Taxi drivers and chauffeurs",348385,303426,44959,26286,30390,26286
2017,"Motor vehicle operators, all other",20604,17227,3377,18250,32049,18250
2017,"Locomotive engineers and operators",45734,43633,2101,71829,80918,71829
2017,"Railroad brake, signal, and switch operators",3289,2963,326,31529,51594,31529
2017,"Railroad conductors and yardmasters",45078,41327,3751,59065,71537,59065
2017,"Subway, streetcar, and other rail transportation workers",16319,14029,2290,53560,63626,53560
2017,"Sailors and marine oilers",15897,14669,1228,26484,48060,26484
2017,"Ship and boat captains and operators",24614,22972,1642,71289,77409,71289
2017,"Ship engineers",4011,3711,300,79572,78407,79572
2017,"Bridge and lock tenders",2822,2601,221,31864,57152,31864
2017,"Parking lot attendants",50607,44340,6267,21573,25640,21573
2017,"Automotive and watercraft service attendants",54715,48711,6004,20697,24644,20697
2017,"Transportation inspectors",39167,32930,6237,37157,66767,37157
2017,"Transportation attendants, except flight attendants",16231,7588,8643,24992,30883,24992
2017,"Other transportation workers",21836,19962,1874,48071,40568,48071
2017,"Material Moving Occupations",2734108,2204058,530050,25935,31790,25935
2017,"Conveyor operators and tenders",4446,3363,1083,19295,36328,19295
2017,"Crane and tower operators",50453,49345,1108,41042,54405,41042
2017,"Dredge, excavating, and loading machine operators",27720,27354,366,30667,45542,30667
2017,"Hoist and winch operators",6051,5411,640,35698,37135,35698
2017,"Industrial truck and tractor operators",516774,478039,38735,31957,33179,31957
2017,"Cleaners of vehicles and equipment",224432,192341,32091,25239,26279,25239
2017,"Laborers and freight, stock, and material movers, hand",1439725,1182110,257615,26691,31775,26691
2017,"Machine feeders and offbearers",20661,12299,8362,27362,32028,27362
2017,"Packers and packagers, hand",323542,143980,179562,23333,26024,23333
2017,"Pumping station operators",19097,18542,555,53357,60607,53357
2017,"Refuse and recyclable material collectors",62629,57522,5107,25609,35407,25609
2017,"Tank car, truck, and ship loaders",3486,3399,87,26115,46855,26115
2017,"Material moving workers, all other",34943,30204,4739,30579,40183,30579
2018,"Chief executives",1101164,832690,268474,112862,151775,112862
2018,"General and operations managers",904378,621121,283257,60618,79457,60618
2018,"Legislators",11825,6935,4890,51778,67942,51778
2018,"Advertising and promotions managers",46207,21724,24483,57391,86250,57391
2018,"Marketing managers",450049,186650,263399,72604,96454,72604
2018,"Sales managers",417619,285128,132491,71256,102584,71256
2018,"Public relations and fundraising managers",56030,20697,35333,76334,82433,76334
2018,"Administrative services managers",43078,14010,29068,67049,77542,67049
2018,"Facilities managers",95448,76724,18724,57473,72444,57473
2018,"Computer and information systems managers",542094,391795,150299,100131,114722,100131
2018,"Financial managers",1086426,507101,579325,66357,101932,66357
2018,"Compensation and benefits managers",17631,3642,13989,76438,109803,76438
2018,"Human resources managers",369384,151814,217570,71384,81515,71384
2018,"Training and development managers",44218,22557,21661,75977,83616,75977
2018,"Industrial production managers",236747,187198,49549,68280,81552,68280
2018,"Purchasing managers",183758,94755,89003,71060,85405,71060
2018,"Transportation, storage, and distribution managers",227189,187270,39919,54531,55443,54531
2018,"Farmers, ranchers, and other agricultural managers",457998,401682,56316,30457,42213,30457
2018,"Construction managers",629662,581374,48288,65147,76882,65147
2018,"Education and childcare administrators",805328,294708,510620,66300,82848,66300
2018,"Architectural and engineering managers",166218,149509,16709,131819,137480,131819
2018,"Food service managers",808172,429143,379029,35261,46512,35261
2018,"Funeral home managers",6843,4596,2247,46752,68660,46752
2018,"Entertainment and recreation managers",45673,27226,18447,49938,58621,49938
2018,"Lodging managers",111989,55353,56636,44254,53790,44254
2018,"Medical and health services managers",649484,188235,461249,67316,90218,67316
2018,"Natural sciences managers",22035,9678,12357,74241,83988,74241
2018,"Postmasters and mail superintendents",23194,10245,12949,69293,80219,69293
2018,"Property, real estate, and community association managers",496001,250049,245952,50139,65404,50139
2018,"Social and community service managers",330271,103071,227200,55766,67005,55766
2018,"Emergency management directors",7937,5164,2773,71218,76940,71218
2018,"Personal service managers, all other",2172,1069,1103,47113,98855,47113
2018,"Managers, all other",3479567,2312994,1166573,68803,86883,68803
2018,"Business and Financial Operations Occupations:",7088377,3332992,3755385,61601,79998,61601
2018,"Agents and business managers of artists, performers, and athletes",29985,16496,13489,47384,64400,47384
2018,"Buyers and purchasing agents, farm products",7988,5121,2867,45386,56326,45386
2018,"Wholesale and retail buyers, except farm products",135485,64878,70607,45749,42265,45749
2018,"Purchasing agents, except wholesale, retail, and farm products",248155,119378,128777,53479,61580,53479
2018,"Claims adjusters, appraisers, examiners, and investigators",297641,126067,171574,51267,61897,51267
2018,"Compliance officers",253208,116306,136902,68030,75142,68030
2018,"Cost estimators",124514,105306,19208,50404,70359,50404
2018,"Human resources workers",757654,201217,556437,59431,71761,59431
2018,"Compensation, benefits, and job analysis specialists",49208,12364,36844,54121,72347,54121
2018,"Training and development specialists",125939,62807,63132,58609,66798,58609
2018,"Logisticians",122630,81436,41194,49367,56251,49367
2018,"Project management specialists",647053,371049,276004,80990,96120,80990
2018,"Management analysts",676874,402064,274810,80422,94471,80422
2018,"Meeting, convention, and event planners",90502,19582,70920,51389,50196,51389
2018,"Fundraisers",77674,23723,53951,65731,75546,65731
2018,"Market research analysts and marketing specialists",264543,111080,153463,68497,82270,68497
2018,"Business operations specialists, all other",277310,132482,144828,52250,72851,52250
2018,"Accountants and auditors",1687017,692381,994636,61311,78780,61311
2018,"Property appraisers and assessors",73846,48387,25459,52175,66491,52175
2018,"Budget analysts",43187,16609,26578,72318,86628,72318
2018,"Credit analysts",26597,12910,13687,56210,64405,56210
2018,"Financial and investment analysts",194121,118093,76028,78760,91136,78760
2018,"Personal financial advisors",326971,233304,93667,71122,120128,71122
2018,"Insurance underwriters",97430,36329,61101,62092,79979,62092
2018,"Financial examiners",13280,5504,7776,74235,92952,74235
2018,"Credit counselors and loan officers",288995,133547,155448,51718,80299,51718
2018,"Tax examiners and collectors, and revenue agents",45644,16952,28692,50723,61774,50723
2018,"Tax preparers",54035,20663,33372,50105,67983,50105
2018,"Other financial specialists",50891,26957,23934,55664,90593,55664
2018,"Computer, Engineering, and Science Occupations:",8095862,6081337,2014525,72103,85843,72103
2018,"Computer and Mathematical Occupations:",4371077,3255410,1115667,75914,89396,75914
2018,"Computer and information research scientists",26610,19872,6738,91127,117799,91127
2018,"Computer systems analysts",487730,290003,197727,74558,85856,74558
2018,"Information security analysts",99480,81326,18154,87200,101256,87200
2018,"Computer programmers",369439,293596,75843,84680,91319,84680
2018,"Software developers",1201088,995538,205550,98497,110968,98497
2018,"Software quality assurance analysts and testers",59344,34006,25338,78156,78984,78156
2018,"Web developers",89387,60299,29088,61072,72419,61072
2018,"Web and digital interface designers",54733,33520,21213,53144,57232,53144
2018,"Computer support specialists",576376,435420,140956,55416,61340,55416
2018,"Database administrators and architects",107735,71096,36639,72122,95869,72122
2018,"Network and computer systems administrators",192191,157148,35043,66132,75670,66132
2018,"Computer network architects",95954,88204,7750,90270,100636,90270
2018,"Computer occupations, all other",707125,533696,173429,66131,72823,66131
2018,"Actuaries",31925,18980,12945,120703,129235,120703
2018,"Mathematicians",2317,1928,389,101454,120697,101454
2018,"Operations research analysts",137159,67251,69908,75440,85990,75440
2018,"Statisticians",38661,21039,17622,86704,98879,86704
2018,"Other mathematical science occupations",93823,52488,41335,69731,83199,69731
2018,"Architecture and Engineering Occupations:",2569159,2183203,385956,73701,85119,73701
2018,"Architects, except landscape and naval",157873,115088,42785,72849,89070,72849
2018,"Landscape architects",21443,14802,6641,60528,66429,60528
2018,"Surveyors, cartographers, and photogrammetrists",28382,23519,4863,51921,62056,51921
2018,"Aerospace engineers",121570,104411,17159,94871,109161,94871
2018,"Agricultural engineers",2202,2113,89,65905,89990,65905
2018,"Bioengineers and biomedical engineers",10706,8006,2700,69012,89541,69012
2018,"Chemical engineers",60894,50318,10576,91443,102476,91443
2018,"Civil engineers",325223,283630,41593,75597,88641,75597
2018,"Computer hardware engineers",43015,37353,5662,100089,105717,100089
2018,"Electrical and electronics engineers",180373,160266,20107,85051,100641,85051
2018,"Environmental engineers",24782,17621,7161,80155,86053,80155
2018,"Industrial engineers, including health and safety",201660,160453,41207,78733,83678,78733
2018,"Marine engineers and naval architects",13471,11752,1719,69349,83881,69349
2018,"Materials engineers",35025,31376,3649,80486,85498,80486
2018,"Mechanical engineers",247884,228058,19826,82145,87053,82145
2018,"Mining and geological engineers, including mining safety engineers",7961,6653,1308,82059,91096,82059
2018,"Nuclear engineers",5330,4584,746,82423,101673,82423
2018,"Petroleum engineers",21231,18232,2999,91653,128066,91653
2018,"Engineers, all other",491584,426819,64765,90124,100119,90124
2018,"Architectural and civil drafters",44692,36960,7732,50180,56567,50180
2018,"Other drafters",89876,72319,17557,47192,57288,47192
2018,"Electrical and electronic engineering technologists and technicians",77889,70811,7078,51224,65811,51224
2018,"Other engineering technologists and technicians, except drafters",306893,252699,54194,50119,60084,50119
2018,"Surveying and mapping technicians",49200,45360,3840,44034,50523,44034
2018,"Life, Physical, and Social Science Occupations:",1155626,642724,512902,63226,71923,63226
2018,"Agricultural and food scientists",20703,13802,6901,60177,73055,60177
2018,"Biological scientists",72954,36495,36459,62451,66837,62451
2018,"Conservation scientists and foresters",17519,13697,3822,61698,57121,61698
2018,"Medical scientists",122316,54934,67382,72125,92950,72125
2018,"Life scientists, all other",1135,686,449,80702,56714,80702
2018,"Astronomers and physicists",9208,6671,2537,75622,115227,75622
2018,"Atmospheric and space scientists",8117,6365,1752,51614,72228,51614
2018,"Chemists and materials scientists",82241,51631,30610,72156,79068,72156
2018,"Environmental scientists and specialists, including health",25288,14228,11060,62219,69253,62219
2018,"Geoscientists and hydrologists, except geographers",34999,26549,8450,71861,94160,71861
2018,"Physical scientists, all other",230136,135011,95125,70087,87871,70087
2018,"Economists",23387,16862,6525,95445,121974,95445
2018,"Survey researchers",750,270,480,95878,130984,95878
2018,"Clinical and counseling psychologists",15902,5849,10053,73402,101243,73402
2018,"School psychologists",29534,5516,24018,68640,77237,68640
2018,"Other psychologists",86636,27818,58818,75934,91009,75934
2018,"Sociologists",1623,779,844,56280,76304,56280
2018,"Urban and regional planners",17751,9469,8282,72352,77247,72352
2018,"Miscellaneous social scientists and related workers",28576,13794,14782,65450,76488,65450
2018,"Agricultural and food science technicians",38434,24432,14002,40899,50117,40899
2018,"Biological technicians",19534,10446,9088,46429,55302,46429
2018,"Chemical technicians",58960,40359,18601,49178,55441,49178
2018,"Environmental science and geoscience technicians",15719,12054,3665,70698,66820,70698
2018,"Social science research assistants",2902,1617,1285,61097,56435,61097
2018,"Other life, physical, and social science technicians",129366,70932,58434,41405,47010,41405
2018,"Occupational health and safety specialists and technicians",59994,40551,19443,66575,71524,66575
2018,"Education, Legal, Community Service, Arts, and Media Occupations:",11008551,4107006,6901545,49995,61666,49995
2018,"Community and Social Service Occupations:",2016345,712787,1303558,45904,48773,45904
2018,"Substance abuse and behavioral disorder counselors",68090,21225,46865,42012,42305,42012
2018,"Educational, guidance, and career counselors and advisors",243595,57568,186027,51297,50568,51297
2018,"Marriage and family therapists",14142,3216,10926,44493,51807,44493
2018,"Mental health counselors",73877,17163,56714,47002,50632,47002
2018,"Rehabilitation counselors",20658,5295,15363,48679,56412,48679
2018,"Counselors, all other",145858,52494,93364,41908,43680,41908
2018,"Child, family, and school social workers",47516,8988,38528,45527,45181,45527
2018,"Healthcare social workers",83960,21951,62009,45668,43154,45668
2018,"Mental health and substance abuse social workers",9908,1948,7960,55216,60880,55216
2018,"Social workers, all other",579542,103042,476500,46651,48407,46651
2018,"Probation officers and correctional treatment specialists",73177,34684,38493,49001,52638,49001
2018,"Social and human service assistants",169798,36420,133378,39143,41564,39143
2018,"Other community and social service specialists",61142,21224,39918,46049,55186,46049
2018,"Clergy",337060,286548,50512,42379,49843,42379
2018,"Directors, religious activities and education",48702,21913,26789,45587,55157,45587
2018,"Religious workers, all other",39320,19108,20212,35615,41153,35615
2018,"Legal Occupations:",1432935,709246,723689,69361,126800,69361
2018,"Lawyers",916470,584308,332162,110619,144950,110619
2018,"Judicial law clerks",12589,4842,7747,55366,75806,55366
2018,"Judges, magistrates, and other judicial workers",61581,34255,27326,82119,125080,82119
2018,"Paralegals and legal assistants",322319,47506,274813,51135,51484,51135
2018,"Title examiners, abstractors, and searchers",75755,22373,53382,44591,71888,44591
2018,"Legal support workers, all other",44221,15962,28259,56371,60750,56371
2018,"Educational Instruction, and Library Occupations:",5621630,1608658,4012972,48123,60158,48123
2018,"Postsecondary teachers",860445,452186,408259,67466,81085,67466
2018,"Preschool and kindergarten teachers",346550,9239,337311,25984,31008,25984
2018,"Elementary and middle school teachers",2573621,579313,1994308,51277,56630,51277
2018,"Secondary school teachers",523574,222481,301093,53942,58925,53942
2018,"Special education teachers",165556,26118,139438,50105,52821,50105
2018,"Tutors",21933,8141,13792,30406,41602,30406
2018,"Other teachers and instructors",367144,165188,201956,42246,52089,42246
2018,"Archivists, curators, and museum technicians",37717,14957,22760,51708,58441,51708
2018,"Librarians and media collections specialists",120808,24995,95813,52136,56210,52136
2018,"Library technicians",10537,2991,7546,31318,36459,31318
2018,"Teaching assistants",519137,83867,435270,23491,31800,23491
2018,"Other educational instruction and library workers",74608,19182,55426,55905,65750,55905
2018,"Arts, Design, Entertainment, Sports, and Media Occupations:",1937641,1076315,861326,51939,60227,51939
2018,"Artists and related workers",126347,77580,48767,46695,53709,46695
2018,"Commercial and industrial designers",15836,9111,6725,62110,68929,62110
2018,"Fashion designers",13728,3224,10504,52011,67350,52011
2018,"Floral designers",30600,6843,23757,30552,35510,30552
2018,"Graphic designers",224062,117886,106176,48854,52813,48854
2018,"Interior designers",65043,12910,52133,50827,56776,50827
2018,"Merchandise displayers and window trimmers",8913,4919,3994,29146,33750,29146
2018,"Other designers",277829,170083,107746,59509,71932,59509
2018,"Actors",17025,9751,7274,36241,49757,36241
2018,"Producers and directors",122159,75602,46557,65895,67634,65895
2018,"Athletes and sports competitors",24819,22253,2566,50353,48873,50353
2018,"Coaches and scouts",104434,72291,32143,45262,50416,45262
2018,"Umpires, referees, and other sports officials",3609,3313,296,50400,50602,50400
2018,"Dancers and choreographers",6846,2124,4722,40329,42235,40329
2018,"Music directors and composers",19299,15048,4251,50002,56728,50002
2018,"Musicians and singers",46476,35837,10639,35777,41210,35777
2018,"Disc jockeys, except radio",4587,4233,354,31283,45195,31283
2018,"Entertainers and performers, sports and related workers, all other",19177,12186,6991,35788,52055,35788
2018,"Broadcast announcers and radio disc jockeys",20126,14752,5374,45354,50140,45354
2018,"News analysts, reporters, and journalists",56971,34003,22968,52417,57044,52417
2018,"Public relations specialists",117307,43565,73742,66068,81412,66068
2018,"Editors",121293,56652,64641,59052,60951,59052
2018,"Technical writers",52526,22817,29709,72025,76992,72025
2018,"Writers and authors",144969,64619,80350,53315,68338,53315
2018,"Interpreters and translators",45860,15217,30643,40769,51981,40769
2018,"Court reporters and simultaneous captioners",21165,2405,18760,62813,73469,62813
2018,"Media and communication workers, all other",21581,10850,10731,51878,53534,51878
2018,"Broadcast, sound, and lighting technicians",65795,59752,6043,50589,55026,50589
2018,"Photographers",91478,55588,35890,31928,48393,31928
2018,"Television, video, and film camera operators and editors",43673,36945,6728,54474,52009,54474
2018,"Media and communication equipment workers, all other",4108,3956,152,86813,56914,86813
2018,"Healthcare Practitioners and Technical Occupations:",6988175,1885295,5102880,60940,81376,60940
2018,"Chiropractors",39195,30883,8312,59995,80330,59995
2018,"Dentists",102594,69160,33434,149310,180982,149310
2018,"Dietitians and nutritionists",71075,7095,63980,55061,56027,55061
2018,"Optometrists",29301,16295,13006,100852,129753,100852
2018,"Pharmacists",227504,102168,125336,120857,125508,120857
2018,"Other physicians",702010,440501,261509,180500,232350,180500
2018,"Physician assistants",99584,35581,64003,103570,122159,103570
2018,"Podiatrists",7975,6180,1795,120420,175559,120420
2018,"Audiologists",13023,2742,10281,75292,79359,75292
2018,"Occupational therapists",74105,12850,61255,71778,75076,71778
2018,"Physical therapists",188066,68855,119211,75803,82107,75803
2018,"Radiation therapists",12895,4126,8769,73804,82419,73804
2018,"Recreational therapists",8219,1761,6458,42733,44165,42733
2018,"Respiratory therapists",89450,33661,55789,55825,62387,55825
2018,"Speech-language pathologists",100526,4655,95871,65516,72802,65516
2018,"Exercise physiologists",3559,1361,2198,44331,37462,44331
2018,"Therapists, all other",117389,24625,92764,50580,54815,50580
2018,"Veterinarians",70086,26732,43354,93065,111080,93065
2018,"Registered nurses",2438923,322127,2116796,66871,72084,66871
2018,"Nurse anesthetists",23786,11012,12774,160778,192647,160778
2018,"Nurse practitioners",148670,16838,131832,101863,110015,101863
2018,"Acupuncturists",9537,3593,5944,51368,65823,51368
2018,"Healthcare diagnosing or treating practitioners, all other",6796,1960,4836,59183,61939,59183
2018,"Clinical laboratory technologists and technicians",252694,74920,177774,48519,52290,48519
2018,"Dental hygienists",87573,6147,81426,57432,75491,57432
2018,"Cardiovascular technologists and technicians",31550,11831,19719,39659,76643,39659
2018,"Diagnostic medical sonographers",65963,17428,48535,67368,78316,67368
2018,"Radiologic technologists and technicians",156224,53945,102279,54523,63795,54523
2018,"Magnetic resonance imaging technologists",35822,16852,18970,66526,80092,66526
2018,"Nuclear medicine technologists and medical dosimetrists",23130,10023,13107,90304,120279,90304
2018,"Emergency medical technicians",93185,57195,35990,34729,36888,34729
2018,"Paramedics",83950,63827,20123,50753,56320,50753
2018,"Pharmacy technicians",250158,49985,200173,31978,35261,31978
2018,"Psychiatric technicians",46946,15086,31860,32442,35620,32442
2018,"Surgical technologists",79351,23413,55938,45235,50324,45235
2018,"Veterinary technologists and technicians",91297,9740,81557,30766,31229,30766
2018,"Dietetic technicians and ophthalmic medical technicians",33482,6628,26854,26616,27416,26616
2018,"Licensed practical and licensed vocational nurses",633680,83863,549817,40245,42937,40245
2018,"Medical records specialists",146096,13082,133014,41377,40961,41377
2018,"Opticians, dispensing",46716,13202,33514,36793,49192,36793
2018,"Miscellaneous health technologists and technicians",108209,37612,70597,39780,48353,39780
2018,"Other healthcare practitioners and technical occupations",72862,26477,46385,50497,57799,50497
2018,"Healthcare Support Occupations:",3007586,468885,2538701,29172,32025,29172
2018,"Home health aides",247295,28010,219285,25492,28064,25492
2018,"Personal care aides",748466,139855,608611,25580,29478,25580
2018,"Nursing assistants",917699,113472,804227,27478,31476,27478
2018,"Orderlies and psychiatric aides",47802,27602,20200,30691,30848,30691
2018,"Occupational therapy assistants and aides",33800,5500,28300,41583,49258,41583
2018,"Physical therapist assistants and aides",58045,19631,38414,46237,51807,46237
2018,"Massage therapists",66268,18131,48137,30421,32211,30421
2018,"Dental assistants",182562,13920,168642,33828,35395,33828
2018,"Medical assistants",425145,35733,389412,31668,36928,31668
2018,"Medical transcriptionists",28687,4071,24616,30504,22970,30504
2018,"Pharmacy aides",23917,5566,18351,33026,46660,33026
2018,"Veterinary assistants and laboratory animal caretakers",32196,4875,27321,27247,33762,27247
2018,"Phlebotomists",88884,15717,73167,32237,35667,32237
2018,"Other healthcare support workers",106820,36802,70018,35036,36782,35036
2018,"Protective Service Occupations:",2641530,2094559,546971,42186,55696,42186
2018,"First-line supervisors of correctional officers",49858,36355,13503,43413,57000,43413
2018,"First-line supervisors of police and detectives",99874,85252,14622,71612,85573,71612
2018,"First-line supervisors of firefighting and prevention workers",43282,41051,2231,98401,97114,98401
2018,"First-line supervisors of security workers",68302,50152,18150,47042,54791,47042
2018,"First-line supervisors of protective service workers, all other",6981,6139,842,75426,55361,75426
2018,"Firefighters",277368,265873,11495,55852,70409,55852
2018,"Fire inspectors",21329,18572,2757,50487,58117,50487
2018,"Bailiffs",19385,12319,7066,53878,58238,53878
2018,"Correctional officers and jailers",344691,249597,95094,40323,49566,40323
2018,"Detectives and criminal investigators",117277,86774,30503,61780,83009,61780
2018,"Fish and game wardens",4515,3975,540,31530,50663,31530
2018,"Parking enforcement workers",6465,2783,3682,36434,40430,36434
2018,"Police officers",714910,613177,101733,59851,66997,59851
2018,"Animal control workers",8489,4989,3500,42538,41192,42538
2018,"Private detectives and investigators",83515,42623,40892,51191,62221,51191
2018,"Security guards and gambling surveillance officers",685467,524321,161146,30918,33396,30918
2018,"Crossing guards and flaggers",15889,8837,7052,37037,40938,37037
2018,"Transportation security screeners",35795,20437,15358,43553,43525,43553
2018,"School bus monitors",9488,1789,7699,18860,12741,18860
2018,"Other protective service workers",28650,19544,9106,30551,36240,30551
2018,"Food Preparation and Serving Related Occupations:",3887682,2042084,1845598,22344,26893,22344
2018,"Chefs and head cooks",367436,291021,76415,30455,36320,30455
2018,"First-line supervisors of food preparation and serving workers",414481,192077,222404,25154,32577,25154
2018,"Cooks",1243502,765137,478365,21264,25030,21264
2018,"Food preparation workers",368598,165923,202675,21107,23631,21107
2018,"Bartenders",229239,108603,120636,27915,35485,27915
2018,"Fast food and counter workers",151847,58381,93466,21095,21408,21095
2018,"Waiters and waitresses",777697,275654,502043,22577,27907,22577
2018,"Food servers, nonrestaurant",85109,33529,51580,23828,27478,23828
2018,"Dining room and cafeteria attendants and bartender helpers",85803,50388,35415,19948,24375,19948
2018,"Dishwashers",109979,87702,22277,20813,21239,20813
2018,"Hosts and hostesses, restaurant, lounge, and coffee shop",46317,9379,36938,20862,22577,20862
2018,"Food preparation and serving related workers, all other",7674,4290,3384,30277,26101,30277
2018,"Building and Grounds Cleaning and Maintenance Occupations:",3660938,2436867,1224071,23483,31697,23483
2018,"First-line supervisors of housekeeping and janitorial workers",193126,124769,68357,31008,42831,31008
2018,"First-line supervisors of landscaping, lawn service, and groundskeeping workers",131652,124325,7327,30532,41978,30532
2018,"Janitors and building cleaners",1667861,1216280,451581,24042,32356,24042
2018,"Maids and housekeeping cleaners",782088,124445,657643,22315,28212,22315
2018,"Pest control workers",67015,64687,2328,30995,36731,30995
2018,"Landscaping and groundskeeping workers",740972,707337,33635,26445,27330,26445
2018,"Tree trimmers and pruners",66480,64365,2115,18922,34584,18922
2018,"Other grounds maintenance workers",11744,10659,1085,30111,32546,30111
2018,"Personal Care and Service Occupations:",2089584,564375,1525209,26103,34453,26103
2018,"Supervisors of personal care and service workers",90716,35184,55532,35703,44725,35703
2018,"Animal trainers",32025,13759,18266,26245,38016,26245
2018,"Animal caretakers",143463,40422,103041,25783,30652,25783
2018,"Gambling services workers",70333,38687,31646,38312,42152,38312
2018,"Ushers, lobby attendants, and ticket takers",6782,3111,3671,20305,21490,20305
2018,"Other entertainment attendants and related workers",57855,32998,24857,25708,30630,25708
2018,"Embalmers, crematory operators and funeral attendants",9456,7232,2224,26444,37809,26444
2018,"Morticians, undertakers, and funeral arrangers",31038,21865,9173,43674,56731,43674
2018,"Barbers",81201,67879,13322,25672,28964,25672
2018,"Hairdressers, hairstylists, and cosmetologists",436499,47354,389145,26893,36156,26893
2018,"Manicurists and pedicurists",156859,31639,125220,22421,24999,22421
2018,"Skincare specialists",33708,573,33135,35956,12372,35956
2018,"Other personal appearance workers",11497,1819,9678,28351,36658,28351
2018,"Baggage porters, bellhops, and concierges",66519,47963,18556,30975,37191,30975
2018,"Tour and travel guides",22423,14907,7516,25942,30139,25942
2018,"Childcare workers",535622,29273,506349,22342,27291,22342
2018,"Exercise trainers and group fitness instructors",94335,48012,46323,34200,40020,34200
2018,"Recreation workers",100662,33188,67474,31298,40224,31298
