"Year","Occupation","Total_Number","Men_Number","Women_Number","Total_MedianEarnings","Men_MedianEarnings","Women_MedianEarnings"
2017,"Farmers, ranchers, and other agricultural managers",438396,386531,51865,41991,43848,31023
2017,"Construction managers",709029,652746,56283,72289,73848,65032
2017,"Education administrators",781769,281444,500325,71773,83383,64989
2017,"Architectural and engineering managers",159701,143563,16138,131528,132281,119843
2017,"Food service managers",817831,447481,370350,40011,44606,33735
2017,"Funeral service managers",6330,4348,1982,80057,90264,51232
2017,"Gaming managers",15840,8730,7110,55152,62224,44774
2017,"Lodging managers",112715,53267,59448,47400,52925,42318
2017,"Medical and health services managers",637605,180621,456984,72145,87451,67129
2017,"Natural sciences managers",20107,9524,10583,90355,112309,77050
2017,"Postmasters and mail superintendents",22837,11818,11019,73610,77371,70105
2017,"Property, real estate, and community association managers",480187,242923,237264,52378,61245,47528
2017,"Social and community service managers",328654,103827,224827,59847,66518,56340
2017,"Emergency management directors",8612,5493,3119,67010,77320,64941
2017,"Managers, all other",3899979,2536832,1363147,80402,86960,68744
2017,"Business and Financial Operations Occupations",6327592,2884605,3442987,65590,75902,59584
2017,"Agents and business managers of artists, performers, and athletes",33035,18092,14943,57131,60714,55287
2017,"Buyers and purchasing agents, farm products",6638,4605,2033,61246,74484,56978
2017,"Wholesale and retail buyers, except farm products",134634,69239,65395,43707,41903,45496
2017,"Purchasing agents, except wholesale, retail, and farm products",237095,113159,123936,55491,60735,51439
2017,"Claims adjusters, appraisers, examiners, and investigators",296535,121095,175440,55152,61964,50664
2017,"Compliance officers",248780,117695,131085,68152,72212,63579
2017,"Cost estimators",119438,103589,15849,64155,66596,50499
2017,"Human resources workers",711018,199412,511606,60169,65175,57103
2017,"Compensation, benefits, and job analysis specialists",51568,13370,38198,52936,57162,52201
2017,"Training and development specialists",103451,44813,58638,61259,65750,57341
2017,"Logisticians",127430,82301,45129,52446,56865,49521
2017,"Management analysts",665500,384117,281383,86167,95449,79410
2017,"Meeting, convention, and event planners",91655,17142,74513,51753,53186,51533
2017,"Fundraisers",80259,23676,56583,63831,72390,61197
2017,"Market research analysts and marketing specialists",255502,112345,143157,71157,81222,63932
2017,"Business operations specialists, all other",264025,123232,140793,62141,73016,55038
2017,"Accountants and auditors",1692991,678164,1014827,65597,77320,60280
2017,"Appraisers and assessors of real estate",72566,48063,24503,61310,69684,48855
2017,"Budget analysts",41211,15651,25560,76805,82763,74498
2017,"Credit analysts",25288,12300,12988,61645,71132,51763
2017,"Financial analysts",202163,123379,78784,85696,95022,74888
2017,"Personal financial advisors",338453,229348,109105,93899,108199,71154
2017,"Insurance underwriters",95107,33301,61806,63407,78850,58607
2017,"Financial examiners",12334,6326,6008,86618,100808,81765
2017,"Credit counselors and loan officers",284846,134005,150841,62063,77214,52257
2017,"Tax examiners and collectors, and revenue agents",44684,16612,28072,52704,63310,50638
2017,"Tax preparers",51718,21021,30697,56143,71730,47886
2017,"Financial specialists, all other",39668,18553,21115,66322,100619,49486
2017,"Computer, Engineering, and Science Occupations",7632074,5800427,1831647,81256,84802,71502
2017,"Computer and Mathematical Occupations",4091529,3091982,999547,83469,87012,75555
2017,"Computer and information research scientists",22129,16418,5711,105949,111254,96090
2017,"Computer systems analysts",478879,297409,181470,80145,84033,73321
2017,"Information security analysts",87834,73109,14725,95740,97235,87850
2017,"Computer programmers",371952,294706,77246,86989,88977,82140
2017,"Software developers, applications and systems software",1211419,984505,226914,102204,105996,92304
2017,"Web developers",143349,95527,47822,62890,66667,56439
2017,"Computer support specialists",562145,427841,134304,58930,60702,52069
2017,"Database administrators",100437,65509,34928,86218,92173,72351
2017,"Network and computer systems administrators",195283,159778,35505,73111,75180,66661
2017,"Computer network architects",92409,85518,6891,100214,100205,100349
2017,"Computer occupations, all other",613463,476122,137341,72088,73301,68923
2017,"Actuaries",26642,18601,8041,106764,111182,101188
2017,"Mathematicians",3065,2812,253,76302,75435,158449
2017,"Operations research analysts",131050,67041,64009,80440,85137,75580
2017,"Statisticians",47971,24946,23025,81556,90165,75180
2017,"Miscellaneous mathematical science occupations",3502,2140,1362,94408,101061,57067
2017,"Architecture and Engineering Occupations",2493504,2130607,362897,81751,83593,72047
2017,"Architects, except naval",169366,128183,41183,81205,85783,69280
2017,"Surveyors, cartographers, and photogrammetrists",27850,22654,5196,60771,63671,50554
2017,"Aerospace engineers",123484,108681,14803,103583,106140,92065
2017,"Biomedical engineers",12898,10461,2437,82047,82157,81797
2017,"Chemical engineers",53133,43850,9283,101081,101592,94071
2017,"Civil engineers",317670,273266,44404,85314,87201,76467
2017,"Computer hardware engineers",44685,39377,5308,99645,99943,96416
2017,"Electrical and electronics engineers",196331,178387,17944,100063,100329,88576
2017,"Environmental engineers",24102,17803,6299,81602,84272,72920
2017,"Industrial engineers, including health and safety",197550,155735,41815,80311,81656,72452
2017,"Marine engineers and naval architects",12874,12109,765,89901,90993,71076
2017,"Materials engineers",40500,35251,5249,84016,84098,83955
2017,"Mechanical engineers",237908,217432,20476,86329,86770,82148
2017,"Mining and geological engineers, including mining safety engineers",7189,6898,291,90749,91942,71866
2017,"Nuclear engineers",5675,5161,514,93617,94828,61175
2017,"Petroleum engineers",20608,17654,2954,122057,122475,116617
2017,"Engineers, all other",483758,421002,62756,93893,95852,84891
2017,"Drafters",136643,110692,25951,55693,56936,50184
2017,"Engineering technicians, except drafters",330076,277195,52881,57068,59927,47138
2017,"Surveying and mapping technicians",48988,46707,2281,50230,50754,41024
2017,"Life, Physical, and Social Science Occupations",1047041,577838,469203,66916,71799,62345
2017,"Agricultural and food scientists",22484,13914,8570,61733,65053,56114
2017,"Biological scientists",73165,40197,32968,63528,64904,62379
2017,"Conservation scientists and foresters",17170,12126,5044,60705,62152,54573
2017,"Medical scientists",117204,56415,60789,77897,88050,70267
2017,"Life scientists, all other",2540,993,1547,57472,80134,57458
2017,"Astronomers and physicists",9844,8360,1484,113074,119795,90602
2017,"Atmospheric and space scientists",11183,8687,2496,80964,87399,57166
2017,"Chemists and materials scientists",76920,46650,30270,75302,81000,66186
2017,"Environmental scientists and geoscientists",60714,41589,19125,75771,77490,71906
2017,"Physical scientists, all other",201464,118841,82623,80636,90611,69257
2017,"Economists",24282,17250,7032,107382,120221,95737
2017,"Survey researchers",1621,798,823,51721,70614,34398
2017,"Psychologists",128867,38639,90228,75052,86041,71133
2017,"Urban and regional planners",19850,11026,8824,70712,72456,66909
2017,"Miscellaneous social scientists and related workers, including sociologists",22975,10327,12648,65221,65204,65243
2017,"Agricultural and food science technicians",32481,21424,11057,50136,50938,44725
2017,"Biological technicians",16847,8050,8797,51166,55977,49732
2017,"Chemical technicians",56912,38289,18623,51189,52157,46670
2017,"Geological and petroleum technicians",10856,8406,2450,70128,75240,60911
2017,"Nuclear technicians",3573,3110,463,71454,71771,67135
2017,"Social science research assistants",3301,1276,2025,47047,53974,40933
2017,"Miscellaneous life, physical, and social science technicians",132788,71471,61317,46218,49834,42462
2017,"Education, Legal, Community Service, Arts, and Media Occupations",10873395,4072646,6800749,51525,60609,48245
2017,"Community and Social Service Occupations",2029745,718847,1310898,45541,47178,44800
2017,"Counselors",572271,155941,416330,46346,47207,46104
2017,"Social workers",722010,135139,586871,45835,46906,45644
2017,"Probation officers and correctional treatment specialists",80114,36232,43882,50704,49560,51631
2017,"Social and human service assistants",153684,35178,118506,37021,38499,36747
2017,"Miscellaneous community and social service specialists, including health educators and community health workers",64940,23262,41678,45341,47024,43284
2017,"Clergy",345976,289289,56687,47409,48758,42856
2017,"Directors, religious activities and education",49074,23286,25788,45381,50971,41540
2017,"Religious workers, all other",41676,20520,21156,37730,40918,36413
2017,"Legal Occupations",1403898,688587,715311,90413,122231,67050
2017,"Lawyers",888694,568535,320159,125125,140270,106837
2017,"Judicial law clerks",11427,4596,6831,60939,65928,57421
2017,"Judges, magistrates, and other judicial workers",60833,31989,28844,100815,124620,80238
2017,"Paralegals and legal assistants",317045,48354,268691,50286,51765,50045
2017,"Miscellaneous legal support workers",125899,35113,90786,51081,60513,47505
2017,"Education, Training, and Library Occupations",5528587,1585239,3943348,50307,57802,47033
2017,"Postsecondary teachers",909260,479360,429900,68023,74976,62308
2017,"Preschool and kindergarten teachers",356867,9873,346994,25552,25566,25551
2017,"Elementary and middle school teachers",2480384,547310,1933074,51409,55197,50766
2017,"Secondary school teachers",511675,219493,292182,53741,56547,51925
2017,"Special education teachers",178048,25624,152424,50344,49841,50443
2017,"Other teachers and instructors",387246,178787,208459,46975,53657,41481
2017,"Archivists, curators, and museum technicians",35788,16185,19603,52593,53618,52297
2017,"Librarians",110001,22528,87473,51733,53883,51355
2017,"Library technicians",16144,3925,12219,31088,40570,27869
2017,"Teacher assistants",460672,59475,401197,22919,30970,22140
2017,"Other education, training, and library workers",82502,22679,59823,55423,60119,54346
2017,"Arts, Design, Entertainment, Sports, and Media Occupations",1911165,1079973,831192,52499,57128,50300
2017,"Artists and related workers",125078,78367,46711,46592,51297,38374
2017,"Designers",653906,336687,317219,53050,60718,47783
2017,"Actors",13619,7592,6027,42278,50762,32242
2017,"Producers and directors",131754,82584,49170,63545,66519,60454
2017,"Athletes, coaches, umpires, and related workers",121696,88277,33419,47189,49929,40954
2017,"Dancers and choreographers",7258,1164,6094,36295,31306,36727
2017,"Musicians, singers, and related workers",64811,50687,14124,45254,45108,45502
2017,"Entertainers and performers, sports and related workers, all other",17086,10236,6850,46514,52306,32278
2017,"Announcers",24022,18455,5567,51456,51143,55273
2017,"News analysts, reporters and correspondents",54388,30330,24058,52335,54309,51603
2017,"Public relations specialists",107893,39861,68032,70196,75652,66488
2017,"Editors",121098,60224,60874,57893,60778,55917
2017,"Technical writers",45442,20945,24497,66680,69351,65587
2017,"Writers and authors",143705,65137,78568,55438,56059,55092
2017,"Miscellaneous media and communication workers",68461,25492,42969,47193,50621,46145
2017,"Miscellaneous media and communications equipment workers, including broadcast and sound engineering technicians and radio operators",79113,72407,6706,56772,58619,45693
2017,"Photographers",87173,53785,33388,39540,44639,32872
2017,"Television, video, and motion picture camera operators and editors",44662,37743,6919,55746,56210,50849
2017,"Healthcare Practitioners and Technical Occupations",6787795,1846250,4941545,62232,80092,60334
2017,"Chiropractors",39928,29103,10825,62074,67013,50016
2017,"Dentists",94693,66304,28389,151733,161773,126690
2017,"Dietitians and nutritionists",71289,8548,62741,52016,57317,51834
2017,"Optometrists",26632,15769,10863,110397,120059,102375
2017,"Pharmacists",210886,99370,111516,121345,122441,120173
2017,"Physicians and surgeons",762927,488416,274511,202908,243072,171880
2017,"Physician assistants",80941,27754,53187,101041,115309,97549
2017,"Podiatrists",6762,4880,1882,132242,142230,125138
2017,"Audiologists",13420,2779,10641,76855,84371,75258
2017,"Occupational therapists",68794,8263,60531,70792,76378,70316
2017,"Physical therapists",169495,69499,99996,77510,82804,73717
2017,"Radiation therapists",16601,5558,11043,81413,88099,80676
2017,"Recreational therapists",9248,2080,7168,42293,38491,42474
2017,"Respiratory therapists",88350,34327,54023,58571,62298,55357
2017,"Speech-language pathologists",99885,5703,94182,65364,70329,65183
2017,"Miscellaneous therapists, including exercise physiologists",123114,28257,94857,50625,53196,49697
2017,"Veterinarians",62715,25164,37551,92083,101930,86815
2017,"Registered nurses",2396467,303978,2092489,66243,71590,65612
2017,"Nurse anesthetists",24079,9717,14362,165240,171963,160297
2017,"Nurse practitioners",139295,16625,122670,101302,109760,100914
2017,"Health diagnosing and treating practitioners, all other",16505,5181,11324,50652,50512,50737
2017,"Clinical laboratory technologists and technicians",248936,69924,179012,48571,50108,48241
2017,"Dental hygienists",80259,6458,73801,58032,73438,57050
2017,"Diagnostic related technologists and technicians",284210,95371,188839,59623,62287,56632
2017,"Emergency medical technicians and paramedics",159387,110048,49339,43199,46045,40095
2017,"Health practitioner support technologists and technicians",455672,105447,350225,33232,35538,32486
2017,"Licensed practical and licensed vocational nurses",610860,81120,529740,40774,45518,40393
2017,"Medical records and health information technicians",153611,13685,139926,40152,40793,40107
2017,"Opticians, dispensing",44245,11976,32269,40189,45461,36598
2017,"Miscellaneous health technologists and technicians",114823,42062,72761,42324,50316,40770
2017,"Other healthcare practitioners and technical occupations",110487,52884,57603,55973,60340,51263
2017,"Healthcare Support Occupations",2216406,318796,1897610,29848,32119,29262
2017,"Nursing, psychiatric, and home health aides",1244681,172892,1071789,27078,30125,26816
2017,"Occupational therapy assistants and aides",16092,2526,13566,45100,51335,43869
2017,"Physical therapist assistants and aides",56275,18124,38151,46814,50588,45030
2017,"Massage therapists",65506,14724,50782,31232,34326,30732
2017,"Dental assistants",176166,13392,162774,32250,35599,32194
2017,"Medical assistants",393011,34038,358973,31268,35618,31050
2017,"Medical transcriptionists",23318,3354,19964,32415,26571,33244
2017,"Pharmacy aides",25924,6234,19690,32226,37234,31813
2017,"Veterinary assistants and laboratory animal caretakers",33490,6691,26799,26390,32103,25383
2017,"Phlebotomists",82191,12443,69748,31978,34999,31591
2017,"Healthcare support workers, all other, including medical equipment preparers",99752,34378,65374,31162,36190,29474
2017,"Protective Service Occupations",2581123,2068722,512401,51703,55080,41728
2017,"First-line supervisors of correctional officers",50463,36631,13832,53402,55786,47517
2017,"First-line supervisors of police and detectives",105612,90266,15346,82068,85604,61115
2017,"First-line supervisors of fire fighting and prevention workers",49186,47656,1530,91402,91561,81471
2017,"First-line supervisors of protective service workers, all other",70453,52487,17966,49353,52011,41975
2017,"Firefighters",264896,254482,10414,66199,66243,63098
2017,"Fire inspectors",19480,16205,3275,56925,60981,42419
2017,"Bailiffs, correctional officers, and jailers",358707,259256,99451,46271,49754,40135
2017,"Detectives and criminal investigators",114691,82948,31743,75698,81294,60338
2017,"Fish and game wardens",3957,3692,265,52218,51877,85231
2017,"Parking enforcement workers",6908,3661,3247,39847,41157,37505
2017,"Police and sheriff's patrol officers",707360,611254,96106,64521,65854,57192
2017,"Transit and railroad police",2290,2033,257,54776,52327,54868
2017,"Animal control workers",7761,4210,3551,39148,40500,38670
2017,"Private detectives and investigators",80139,43298,36841,54902,62338,48983
2017,"Security guards and gaming surveillance officers",668744,512464,156280,31516,32003,30072
2017,"Crossing guards",11810,7767,4043,30404,30551,30073
2017,"Transportation security screeners",34738,24827,9911,41184,40959,41918
2017,"Lifeguards and other recreational, and all other protective service workers",23928,15585,8343,31001,33206,26817
2017,"Food Preparation and Serving Related Occupations",3837283,2044072,1793211,23747,26046,21710
2017,"Chefs and head cooks",354511,286759,67752,33028,35198,28971
2017,"First-line supervisors of food preparation and serving workers",428906,197016,231890,27506,32143,24829
2017,"Cooks",1213155,766711,446444,22424,24183,20975
2017,"Food preparation workers",361738,162401,199337,21339,22106,20652
2017,"Bartenders",219856,101394,118462,28524,31863,25822
2017,"Combined food preparation and serving workers, including fast food",142501,54861,87640,20703,20886,20592
2017,"Counter attendants, cafeteria, food concession, and coffee shop",35749,15851,19898,20859,23539,19286
2017,"Waiters and waitresses",752543,273280,479263,22427,26226,21419
2017,"Food servers, nonrestaurant",75048,29547,45501,26125,31117,23698
2017,"Dining room and cafeteria attendants and bartender helpers",86467,52818,33649,21732,23478,20399
2017,"Dishwashers",110647,90347,20300,20628,20674,20381
2017,"Hosts and hostesses, restaurant, lounge, and coffee shop",49771,10322,39449,21198,24377,20763
2017,"Food preparation and serving related workers, all other",6391,2765,3626,24302,26487,23053
2017,"Building and Grounds Cleaning and Maintenance Occupations",3585052,2393665,1191387,27562,31124,22449
2017,"First-line supervisors of housekeeping and janitorial workers",197925,126189,71736,37977,43968,30461
2017,"First-line supervisors of landscaping, lawn service, and groundskeeping workers",127276,119905,7371,41918,42264,32366
2017,"Janitors and building cleaners",1602334,1188748,413586,29971,31782,23143
2017,"Maids and housekeeping cleaners",786916,127984,658932,22049,25297,21634
2017,"Pest control workers",71321,68736,2585,38505,38691,30864
2017,"Grounds maintenance workers",799280,762103,37177,27027,27014,27358
2017,"Personal Care and Service Occupations",2755337,701545,2053792,26054,31141,24682
2017,"First-line supervisors of gaming workers",20535,11089,9446,45192,46776,40393
2017,"First-line supervisors of personal service workers",71661,28432,43229,36108,39486,33819
2017,"Animal trainers",31498,15169,16329,28792,35044,25818
2017,"Nonfarm animal caretakers",124837,34640,90197,26243,31180,24522
2017,"Gaming services workers",66544,34568,31976,40835,41996,38645
2017,"Motion picture projectionists",1927,1606,321,40083,39792,52607
2017,"Ushers, lobby attendants, and ticket takers",6506,3013,3493,20346,17730,21761
2017,"Miscellaneous entertainment attendants and related workers",53918,29319,24599,25458,25908,24777
2017,"Embalmers and funeral attendants",5593,3885,1708,29472,30992,25846
2017,"Morticians, undertakers, and funeral directors",31465,23634,7831,51453,56206,41824
2017,"Barbers",74451,63708,10743,27087,27440,25644
2017,"Hairdressers, hairstylists, and cosmetologists",437356,45081,392275,27132,32294,26698
2017,"Miscellaneous personal appearance workers",191738,32838,158900,24580,25796,24266
2017,"Baggage porters, bellhops, and concierges",69575,54415,15160,32343,33795,30845
2017,"Tour and travel guides",19036,13519,5517,32011,35535,30249
2017,"Childcare workers",537110,32541,504569,21640,24812,21465
2017,"Personal care aides",716208,140442,575766,24061,26882,23357
2017,"Recreation and fitness workers",186243,83528,102715,32407,36949,30940
2017,"Residential advisors",26883,10999,15884,28880,27739,29288
2017,"Personal care and service workers, all other",82253,39119,43134,27529,30129,26376
2017,"Sales and Related Occupations",10133059,5927866,4205193,45567,52335,35512
2017,"First-line supervisors of retail sales workers",2693008,1515173,1177835,41186,47774,35217
2017,"First-line supervisors of non-retail sales workers",1119323,775982,343341,65884,69541,60255
2017,"Cashiers",1017176,294567,722609,21822,23008,21471
2017,"Counter and rental clerks",44808,25846,18962,32555,38245,27165
2017,"Parts salespersons",87054,76519,10535,39061,40628,27363
2017,"Retail salespersons",1684365,1039912,644453,34075,40182,27800
2017,"Advertising sales agents",131371,67443,63928,60821,64331,55584
2017,"Insurance sales agents",453892,241796,212096,51406,61768,42951
2017,"Securities, commodities, and financial services sales agents",204326,143754,60572,83883,101423,61936
2017,"Travel agents",47354,9755,37599,41549,44333,41229
2017,"Sales representatives, services, all other",552560,387383,165177,68202,72423,57708
2017,"Sales representatives, wholesale and manufacturing",1183813,872177,311636,67473,71461,58261
2017,"Models, demonstrators, and product promoters",14331,7072,7259,36776,37638,34809
2017,"Real estate brokers and sales agents",593173,289734,303439,60583,70504,51554
2017,"Sales engineers",34785,32068,2717,102214,103673,85015
2017,"Telemarketers",30173,12789,17384,27551,32194,25227
2017,"Door-to-door sales workers, news and street vendors, and related workers",46425,23880,22545,30808,35569,27070
2017,"Sales and related workers, all other",195122,112016,83106,57842,67634,47543
2017,"Office and Administrative Support Occupations",13620469,4034756,9585713,37050,40709,36261
2017,"First-line supervisors of office and administrative support workers",1203016,473031,729985,50699,57466,46555
2017,"Switchboard operators, including answering service",16429,3478,12951,31878,40768,30888
2017,"Telephone operators",31805,10549,21256,31268,35751,30394
2017,"Communications equipment operators, all other",7609,3491,4118,46797,48555,45638
2017,"Bill and account collectors",122378,36978,85400,36186,36862,35861
2017,"Billing and posting clerks",407686,47376,360310,35796,41864,35393
2017,"Bookkeeping, accounting, and auditing clerks",842584,119242,723342,40380,45254,39939
2017,"Gaming cage workers",4972,2132,2840,35238,35708,30508
2017,"Payroll and timekeeping clerks",132538,15765,116773,43387,45844,43149
2017,"Procurement clerks",33963,16039,17924,56124,67528,50338
2017,"Tellers",203015,28741,174274,27000,27347,26947
2017,"Financial clerks, all other",115603,49999,65604,60604,80985,49816
2017,"Brokerage clerks",6605,1752,4853,51398,61494,47062
2017,"Correspondence clerks",2471,1001,1470,47691,63705,44929
2017,"Court, municipal, and license clerks",61922,14945,46977,40304,40512,40222
2017,"Credit authorizers, checkers, and clerks",38525,9286,29239,38691,57500,36756
2017,"Customer service representatives",1836583,640070,1196513,34961,37623,32893
2017,"Eligibility interviewers, government programs",64653,14401,50252,44485,47828,42439
2017,"File clerks",124102,29885,94217,35821,39254,35261
2017,"Hotel, motel, and resort desk clerks",86663,32760,53903,24501,25596,23610
2017,"Interviewers, except eligibility and loan",85368,15814,69554,34055,37190,32917
2017,"Library assistants, clerical",36328,6671,29657,29799,33696,28868
2017,"Loan interviewers and clerks",111534,26458,85076,43159,46688,42255
2017,"New accounts clerks",14112,4045,10067,39107,51051,36981
2017,"Order clerks",91990,44011,47979,32375,33006,32069
2017,"Human resources assistants, except payroll and timekeeping",41006,7217,33789,41261,51964,40414
2017,"Receptionists and information clerks",691046,73841,617205,29059,30319,28919
2017,"Reservation and transportation ticket agents and travel clerks",97194,45511,51683,40338,44941,36716
2017,"Information and record clerks, all other",78742,19741,59001,39865,46415,37413
2017,"Cargo and freight agents",22352,15124,7228,40887,41089,40376
2017,"Couriers and messengers",153472,131027,22445,37879,40019,31857
2017,"Dispatchers",249122,111248,137874,39858,42333,37240
2017,"Meter readers, utilities",20732,17408,3324,40671,40385,42573
2017,"Postal service clerks",92916,44245,48671,55826,57296,52743
2017,"Postal service mail carriers",276073,173792,102281,56413,59014,51745
2017,"Postal service mail sorters, processors, and processing machine operators",58192,29659,28533,55151,56403,51737
2017,"Production, planning, and expediting clerks",282146,119402,162744,47966,60836,41040
2017,"Shipping, receiving, and traffic clerks",458469,324665,133804,31942,32986,30251
2017,"Stock clerks and order fillers",913043,595016,318027,28302,29315,27125
2017,"Weighers, measurers, checkers, and samplers, recordkeeping",66649,35112,31537,36968,41199,33182
2017,"Secretaries and administrative assistants",2189662,129373,2060289,38820,42566,38470
2017,"Computer operators",69888,40056,29832,43029,46855,39740
2017,"Data entry keyers",223130,51605,171525,32915,36384,32202
2017,"Word processors and typists",186327,28511,157816,36004,37699,35736
2017,"Desktop publishers",1475,761,714,42550,45125,41761
2017,"Insurance claims and policy processing clerks",321692,65610,256082,38877,43064,37365
2017,"Mail clerks and mail machine operators, except postal service",49359,27621,21738,31674,32225,31195
2017,"Office clerks, general",901683,167061,734622,35738,39160,35226
2017,"Office machine operators, except computer",24718,9732,14986,31350,34228,28760
2017,"Proofreaders and copy markers",6550,2307,4243,42082,46324,40192
2017,"Statistical assistants",22427,10721,11706,51388,55572,46920
2017,"Office and administrative support workers, all other",439950,110470,329480,41697,49019,40437
2017,"Natural Resources, Construction, and Maintenance Occupations",10665395,10227297,438098,41963,42203,31725
2017,"Farming, Fishing, and Forestry Occupations",654874,529575,125299,27462,30115,21200
2017,"First-line supervisors of farming, fishing, and forestry workers",47294,42194,5100,44527,45186,40951
2017,"Agricultural inspectors",9462,5085,4377,50684,52859,50264
2017,"Animal breeders",2563,1790,773,38413,38905,36341
2017,"Graders and sorters, agricultural products",37019,15649,21370,21959,27475,20630
2017,"Miscellaneous agricultural workers",493053,403204,89849,26167,27338,20397
2017,"Fishing and hunting workers",18604,17578,1026,40241,40468,31085
2017,"Forest and conservation workers",10346,8638,1708,35955,35452,41667
2017,"Logging workers",36533,35437,1096,36091,36377,32612
2017,"Construction and Extraction Occupations",6025290,5857738,167552,41334,41422,35760
2017,"First-line supervisors of construction trades and extraction workers",730631,709246,21385,60347,60404,54379
2017,"Boilermakers",12237,11759,478,51254,51281,49827
2017,"Brickmasons, blockmasons, and stonemasons",92826,92171,655,38641,38506,51062
2017,"Carpenters",915998,898938,17060,37471,37689,31022
2017,"Carpet, floor, and tile installers and finishers",110577,108069,2508,34959,35113,30833
2017,"Cement masons, concrete finishers, and terrazzo workers",46830,46001,829,40015,39611,53025
2017,"Construction laborers",1279421,1242848,36573,33685,33902,30927
2017,"Paving, surfacing, and tamping equipment operators",9391,8829,562,37174,37960,33424
2017,"Operating engineers and other construction equipment operators, including pile-driver operators",270110,264567,5543,48740,49020,35091
2017,"Drywall installers, ceiling tile installers, and tapers",109053,106543,2510,31549,31584,25583
2017,"Electricians",708412,694430,13982,50720,50785,43452
2017,"Glaziers",39119,38100,1019,41779,42033,33178
2017,"Insulation workers",36047,33856,2191,40745,41031,37707
2017,"Painters, construction and maintenance",399807,379105,20702,31879,31983,30543
2017,"Paperhangers",3501,2917,584,40642,41489,30565
2017,"Pipelayers, plumbers, pipefitters, and steamfitters",479928,473439,6489,46684,46801,41142
2017,"Roofers",150660,149546,1114,33744,33713,36389
2017,"Sheet metal workers",98878,94722,4156,43890,44371,31976
2017,"Structural iron and steel workers",49348,47306,2042,50820,51104,29063
2017,"Helpers, construction trades",26537,25117,1420,27467,28043,22126
2017,"Construction and building inspectors",78867,67676,11191,57347,60469,42476
2017,"Elevator installers and repairers",23542,22950,592,80670,81119,57000
2017,"Fence erectors",21700,20775,925,31219,30864,43828
2017,"Hazardous materials removal workers",27627,22970,4657,44341,46269,26809
2017,"Highway maintenance workers",83209,80964,2245,40115,40136,37034
2017,"Septic tank servicers and sewer pipe cleaners",7458,7096,362,42483,42980,38580
2017,"Miscellaneous construction and related workers, including solar photovoltaic installers",41911,41062,849,39697,40006,35719
2017,"Derrick, rotary drill, and service unit operators, oil, gas, and mining",18577,18187,390,52365,52487,29429
2017,"Earth drillers, except oil and gas",19699,19363,336,50056,49230,61808
2017,"Explosives workers, ordnance handling experts, and blasters",6931,6819,112,52198,52230,43684
2017,"Mining machine operators",47419,46163,1256,62416,62746,57689
2017,"Other extraction workers",40529,38418,2111,50754,51058,42033
2017,"Installation, Maintenance, and Repair Occupations",3985231,3839984,145247,46973,47168,41113
2017,"First-line supervisors of mechanics, installers, and repairers",239714,222381,17333,61038,61390,51075
2017,"Computer, automated teller, and office machine repairers",134991,120161,14830,45104,45506,40421
2017,"Radio and telecommunications equipment installers and repairers",120104,107256,12848,55319,56209,46702
2017,"Avionics technicians",12304,10665,1639,59432,59484,52154
2017,"Electric motor, power tool, and related repairers",20180,19352,828,50894,51272,29605
2017,"Electrical and electronics repairers, industrial and utility",10025,9650,375,71581,72686,50648
2017,"Electronic equipment installers and repairers, motor vehicles",6671,6287,384,40379,40298,40491
2017,"Electronic home entertainment equipment installers and repairers",30089,28423,1666,43847,44883,39352
2017,"Security and fire alarm systems installers",49457,48296,1161,49609,50005,32367
2017,"Aircraft mechanics and service technicians",153320,145032,8288,60938,61171,51795
2017,"Automotive body and related repairers",118567,115831,2736,41442,41426,46057
2017,"Automotive glass installers and repairers",16307,15588,719,38948,39684,26437
2017,"Automotive service technicians and mechanics",729510,715176,14334,37727,38015,30378
2017,"Bus and truck mechanics and diesel engine specialists",257847,253739,4108,46652,46620,47752
2017,"Heavy vehicle and mobile equipment service technicians and mechanics",185480,183456,2024,51849,51862,50813
2017,"Small engine mechanics",31400,30594,806,32358,32291,35540
2017,"Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",58823,57778,1045,31542,31613,30147
2017,"Control and valve installers and repairers",19283,17877,1406,55603,55722,54306
2017,"Heating, air conditioning, and refrigeration mechanics and installers",348477,342338,6139,46764,46818,42223
2017,"Home appliance repairers",36832,35921,911,39211,40232,26363
2017,"Industrial and refractory machinery mechanics",337283,327038,10245,51746,51941,42105
2017,"Maintenance and repair workers, general",449315,434104,15211,46094,46257,40810
2017,"Maintenance workers, machinery",23942,22837,1105,51004,50789,63593
2017,"Millwrights",34547,33445,1102,61775,61889,44623
2017,"Electrical power-line installers and repairers",100961,99798,1163,75631,75822,50090
2017,"Telecommunications line installers and repairers",131557,127063,4494,50219,50264,46686
2017,"Precision instrument and equipment repairers",49377,44172,5205,51059,52335,32876
2017,"Coin, vending, and amusement machine servicers and repairers",26670,24552,2118,35424,35921,33239
2017,"Locksmiths and safe repairers",18561,17814,747,40887,40847,41813
2017,"Riggers",12369,12039,330,45997,46146,41994
2017,"Helpers--installation, maintenance, and repair workers",11404,10959,445,26323,26018,57999
2017,"Other installation, maintenance, and repair workers, including wind turbine service technicians",199121,189946,9175,41498,41843,32133
2017,"Production Occupations",7197169,5306230,1890939,37542,41565,29317
2017,"First-line supervisors of production and operating workers",852644,688229,164415,54522,57369,41044
